TrackID,Title,Artist,Album,Genre,Length
032338,Bad Boy,Plushgoolash,Chin09: Plushgoolash, 'genre_title': 'Pop',00:30
032339,The Crap Lion,Plushgoolash,Chin09: Plushgoolash, 'genre_title': 'Pop',00:30
032340,A Man Called Dave,Plushgoolash,Chin09: Plushgoolash, 'genre_title': 'Pop',00:30
032433,,Crazy Games,Micro Invasion - East Jakarta Chiptunes Compilation, 'genre_title': 'Chiptune',00:30
032435,,Go Gadget,Micro Invasion - East Jakarta Chiptunes Compilation, 'genre_title': 'Chiptune',00:30
032437,,Big Bang Boom,Micro Invasion - East Jakarta Chiptunes Compilation, 'genre_title': 'Chiptune',00:30
032438,,You Kill My Brother,Micro Invasion - East Jakarta Chiptunes Compilation, 'genre_title': 'Chiptune',00:30
032439,,Son Of A Bit!,Micro Invasion - East Jakarta Chiptunes Compilation, 'genre_title': 'Chiptune',00:30
032525,,7991,"Live at WFMU on Night People,"[{'genre_id': '76',00:30
032686,Class,transient,Symphony of Curves, 'genre_title': 'Breakbeat',00:30
032687,You and Me,transient,Symphony of Curves, 'genre_title': 'Breakbeat',00:30
032689,Lazy Groove,transient,Symphony of Curves, 'genre_title': 'Breakbeat',00:30
032693,Organic,transient,Symphony of Curves, 'genre_title': 'Breakbeat',00:30
032694,Take a Trip and Never Leave the Farm,transient,Symphony of Curves, 'genre_title': 'Breakbeat',00:30
032695,In Too Deep,transient,Symphony of Curves, 'genre_title': 'Breakbeat',00:30
032755,Teknical Development,Anitek,netBloc Vol. 29: Fantastic! Incredible! Stupendous!, 'genre_title': 'Hip-Hop',00:30
032756,Ninety Days,Robin Grey,netBloc Vol. 29: Fantastic! Incredible! Stupendous!, 'genre_title': 'Folk',00:30
032759,And The Pond Life Flourished,Heifervescent,netBloc Vol. 29: Fantastic! Incredible! Stupendous!, 'genre_title': 'Pop',00:30
032760,Bury The Doubt,Christophe Marc,netBloc Vol. 29: Fantastic! Incredible! Stupendous!, 'genre_title': 'Pop',00:30
032800,2855,5300,"Live in IDC Radio,"[{'genre_id': '17',00:30
032882,Crown City Rockers - No Sense (Remix),Katrah-Quey,Hearing The Earthtones After, 'genre_title': 'Hip-Hop',00:30
033020,,Dublin Duck Dispensary,Yykes Basket, 'genre_title': 'Lo-Fi',00:30
033049,931,8094,"Live at WFMU on Beastin' The Airwaves,"[{'genre_id': '17',00:30
033050,3859,8094,"Live at WFMU on Beastin' The Airwaves,"[{'genre_id': '17',00:30
033064,Little Toys,Willow,Little Toys EP, 'genre_title': 'Electronic',00:30
033067,0,8100,"Live at WFMU on Transpacific Sound Paradise,"[{'genre_id': '2',00:30
033068,0,8100,"Live at WFMU on Transpacific Sound Paradise,"[{'genre_id': '2',00:30
033069,0,8100,"Live at WFMU on Transpacific Sound Paradise,"[{'genre_id': '2',00:30
033070,0,8100,"Live at WFMU on Transpacific Sound Paradise,"[{'genre_id': '2',00:30
033071,0,8100,"Live at WFMU on Transpacific Sound Paradise,"[{'genre_id': '2',00:30
033072,0,8100,"Live at WFMU on Transpacific Sound Paradise,"[{'genre_id': '2',00:30
033123,,Elisa Luu,The time of waiting, 'genre_title': 'Ambient Electronic',00:30
033124,Colazione su saturno,Menion,Out of sound/Out of silence, 'genre_title': 'Downtempo',00:30
033203,African Era,Maryos,Bad Panda #15, 'genre_title': 'Electronic',00:30
033216, {'genre_id': '296',Alexandrina,Buzz.RO! 2010 [LCL00], 'genre_title': 'Electronic',00:30
033221, {'genre_id': '296',Suie Paparude,Buzz.RO! 2010 [LCL00], 'genre_title': 'Electronic',00:30
033278,,Bing and Ruth,Bad Panda #39, 'genre_title': 'Experimental',00:30
033415,,runa simi language singer,ulqutushuy2,,00:30
033422,,BANDA TIPICA LOS AUTENTICOS DE MARKA MARKA,ulqutushuy2,,00:30
033424,,las Salcabambinitas,ulqutushuy2,,00:30
033426,,CONCHACCOTA PROGRESO GRAU,ulqutushuy2,,00:30
033446,,5300,"Live in IDC Radio,"[{'genre_id': '17',00:30
033459,,8266,"Live at WFMU on Brian Turner's Show,"[{'genre_id': '66',00:30
033460,,8266,"Live at WFMU on Brian Turner's Show,"[{'genre_id': '66',00:30
033461,,8266,"Live at WFMU on Brian Turner's Show,"[{'genre_id': '66',00:30
033465,,8266,"Live at WFMU on Brian Turner's Show,"[{'genre_id': '66',00:30
033477,,Ran Slavin,The Mediterranean Drift, 'genre_title': 'Experimental',00:30
033486,location 6,Greg Davis,Ten Locations Along Hunter Creek, 'genre_title': 'Field Recordings',00:30
033538,5639,Calexico,Live in Nuremberg 2009,,00:30
033992,Oblivion,The Pleasure Kills,Live at WFMU on Evan Funk Davies' show 8/4/2010, 'genre_title': 'Power-Pop',00:30
034003,1601,Andrij Orel,WHNZ:11:SOM, 'genre_title': 'Avant-Garde',00:30
034147,, 13-07-2010","Live@Uganda Pub,1,00:30
034167,WFMU Freestyle,Blitz The Ambassador,Live at WFMU on Put the Needle on the Record with Billy Jam 8/13/10, 'genre_title': 'Hip-Hop',00:30
034257,Ocean,Bebe Fang,Live at WFMU on Beastin' The Airwaves! with Keili, 'genre_title': 'Minimalism',00:30
034258,Work,Bebe Fang,Live at WFMU on Beastin' The Airwaves! with Keili, 'genre_title': 'Minimalism',00:30
034263,Nature's Cry,Bebe Fang,Live at WFMU on Beastin' The Airwaves! with Keili, 'genre_title': 'Minimalism',00:30
034484,,Not From This World,Millky Way,1,00:30
034510,Section 5,Cecilia Lopez,Musica Universalis: Music of the Planes, 'genre_title': 'Avant-Garde',00:30
034511,Vilse (Slutet Cover),Symfoniorkestern,Bad Panda #44, 'genre_title': 'Pop',00:30
034994, {'genre_id': '247',6 or 7,Classwar Karaoke - 0011 Survey, 'genre_title': 'Avant-Garde',00:30
034996, {'genre_id': '247',Ambient Fabric,Classwar Karaoke - 0011 Survey, 'genre_title': 'Avant-Garde',00:30
035007, {'genre_id': '247',EHEIM 1000.220 with PAS,Classwar Karaoke - 0011 Survey, 'genre_title': 'Avant-Garde',00:30
035008, {'genre_id': '247',Gurdonark,Classwar Karaoke - 0011 Survey, 'genre_title': 'Avant-Garde',00:30
035182,,Garmisch,Glimmer, 'genre_title': 'Pop',00:30
035184,,Garmisch,Glimmer, 'genre_title': 'Pop',00:30
035198,6223,Olelé Brut,El Egg Album, 'genre_title': 'Avant-Garde',00:30
035199,1930,Olelé Brut,El Egg Album, 'genre_title': 'Avant-Garde',00:30
035204,4643,Olelé Brut,El Egg Album, 'genre_title': 'Avant-Garde',00:30
035296,,Dntel,2999, 'genre_title': 'Electronic',00:30
035299,,Mochipet,2999 (Mochipet), 'genre_title': 'Electronic',00:30
035443,Song With No Name,Leonard Mynx,Bad Panda #47, 'genre_title': 'Singer-Songwriter',00:30
035444,,James Beaudreau,Fresh Twigs (WBR 02),02:03,00:30
035462,,MV Carbon,Live at ISSUE 7/17/10, 'genre_title': 'Avant-Garde',00:30
035527,Downtown,Lorenzo's Music,BAZAR, 'genre_title': 'Rock',00:30
035534,Feed The One,Lorenzo's Music,BAZAR, 'genre_title': 'Rock',00:30
035535,Old Old Story,Lorenzo's Music,BAZAR, 'genre_title': 'Rock',00:30
035537,Indian Summer,Lorenzo's Music,BAZAR, 'genre_title': 'Rock',00:30
035539,Oh Oh Oh,Lorenzo's Music,BAZAR, 'genre_title': 'Rock',00:30
035541,After All That's Happened,Lorenzo's Music,BAZAR, 'genre_title': 'Rock',00:30
035543,It Could Be You,Lorenzo's Music,BAZAR, 'genre_title': 'Rock',00:30
035544,,Garmisch,Garmisch, 'genre_title': 'Pop',00:30
035545,,Garmisch,Garmisch, 'genre_title': 'Pop',00:30
035549,,Garmisch,Garmisch, 'genre_title': 'Pop',00:30
035550,,Garmisch,Garmisch, 'genre_title': 'Pop',00:30
035569,8051,Ion (Romania),Schutzhaft* [LCL03], 'genre_title': 'Techno',00:30
035571,,Marvelry Skimmer,Workbench Recordings B-Sides Series: Marvelry Skimmer, 'genre_title': 'Psych-Rock',00:30
035608,Second Hand News,Stan,Sunday Brunch With Stan, 'genre_title': 'Pop',00:30
035734,Animateur commercial intime,James Franc-Parler,Pax pour Toujours, 'genre_title': 'Psych-Folk',00:30
036096,your name is rain,Exteenager,split ep with Rappeur Qualité Prix, 'genre_title': 'Electronic',00:30
036097,it was magic,Exteenager,split ep with Rappeur Qualité Prix, 'genre_title': 'Electronic',00:30
036099,morpheus,Exteenager,split ep with Rappeur Qualité Prix, 'genre_title': 'Electronic',00:30
036143,https://freemusicarchive.org/file/images/albums/Kink_Slap_Simian_-_Hybrid_Man_Machina_-_2010092374616499.JPG,Kink Slap Simian,Hybrid Man Machina, 'genre_title': 'Ambient Electronic',00:30
036144,14006,Shatterfreak,A Stitch In Sine, 'genre_title': 'Ambient Electronic',00:30
036145,20273,Shatterfreak,A Stitch In Sine, 'genre_title': 'Ambient Electronic',00:30
036146,12016,Shatterfreak,A Stitch In Sine, 'genre_title': 'Ambient Electronic',00:30
036147,9478,Shatterfreak,A Stitch In Sine, 'genre_title': 'Ambient Electronic',00:30
036245,9699,mo-seph,Growth And Form, 'genre_title': 'Ambient Electronic',00:30
036257,57457,mo-seph,Growth And Form, 'genre_title': 'Ambient Electronic',00:30
036258,26437,mo-seph,Growth And Form, 'genre_title': 'Ambient Electronic',00:30
036261,9324,mo-seph,Growth And Form, 'genre_title': 'Ambient Electronic',00:30
036272,"Competition Rehearsal,Demiran Ćerimović and His Orkestar,Live from Guča, 'genre_title': 'Balkan',00:30
036273,"Competition Rehearsal,Demiran Ćerimović and His Orkestar,Live from Guča, 'genre_title': 'Balkan',00:30
036275,"Restaurant Concert,Demiran Ćerimović and His Orkestar,Live from Guča, 'genre_title': 'Balkan',00:30
036277,"Restaurant Concert,Demiran Ćerimović and His Orkestar,Live from Guča, 'genre_title': 'Balkan',00:30
036302,,Asthmatic Astronaut,Inbetween EP, 'genre_title': 'Hip-Hop',00:30
036304,the cherry tree,Burning Bright,The Cherry Tree EP, 'genre_title': 'Hip-Hop',00:30
036322,Sweet as a cat,Delgarma,Den Andra [LCLCB05], 'genre_title': 'Folk',00:30
036333,Wedding,Delgarma,Den Andra [LCLCB05], 'genre_title': 'Folk',00:30
036371,U.G.L.Y. (CC BY-NC-SA 3.0),ZOE.LEELA,a2n Creative Commons Compilation 2010 // all2gethernow, 'genre_title': 'Pop',00:30
036380,,Pixelord,a2n Creative Commons Compilation 2010 // all2gethernow, 'genre_title': 'Electronic',00:30
036388,Bridges,ZOE.LEELA,Queendom Come, 'genre_title': 'Pop',00:30
036428,The lack of anything good,Bitbasic,Pixel Mixel, 'genre_title': 'Electronic',00:30
036435,Please Mind the Dubstep,Bitbasic,Pixel Mixel, 'genre_title': 'Electronic',00:30
036481,fashion city,Las Ruinas,Butano, 'genre_title': 'Indie-Rock',00:30
036526,,6196,"Lou Barlow + The Missingmen Live @ WFMU on Cherry Blossom Clinic,"[{'genre_id': '66',00:30
036560,,Manuel J Grotesk,Shine !, 'genre_title': 'Experimental Pop',00:30
036567,https://freemusicarchive.org/file/images/tracks/Track_-_20101001165157065,Kommissar Hjuler,Blue Orchid, 'genre_title': 'Avant-Garde',00:30
036614,,Amil Byleckie,Music from a Diorama Pyramid,music/no_curator/Amil_Byleckie/Music_from_a_Diorama_Pyramid/Amil_Byleckie_-_sCare_bears.mp3,00:30
036615,,Amil Byleckie,Music from a Diorama Pyramid,music/no_curator/Amil_Byleckie/Music_from_a_Diorama_Pyramid/Amil_Byleckie_-_Owl_be_yours.mp3,00:30
036616,,Amil Byleckie,Music from a Diorama Pyramid,music/no_curator/Amil_Byleckie/Music_from_a_Diorama_Pyramid/Amil_Byleckie_-_three_horses.mp3,00:30
036618,,Amil Byleckie,Music from a Diorama Pyramid,music/no_curator/Amil_Byleckie/Music_from_a_Diorama_Pyramid/Amil_Byleckie_-_the_deceptive_time_machine.mp3,00:30
036643,,Amil Byleckie,Music from a Diorama Pyramid,music/no_curator/Amil_Byleckie/Music_from_a_Diorama_Pyramid/Amil_Byleckie_-_Desperate_Den_of_Snakes.mp3,00:30
036659,Lucky,All India Radio,Bad Panda #50, 'genre_title': 'Ambient Electronic',00:30
036799,Tanah,Rully Shabara & Wukir,Senyawa, 'genre_title': 'Experimental',00:30
036959,515,Garmisch,Facing the Sea,"[{'genre_id': '10',00:30
036961,607,Garmisch,Facing the Sea,"[{'genre_id': '10',00:30
036965,2027,Garmisch,Facing the Sea,"[{'genre_id': '10',00:30
036966,817,Garmisch,Facing the Sea,"[{'genre_id': '10',00:30
036983,B.,Black Ant,Joanna Preciado, 'genre_title': 'Hip-Hop',00:30
036984,Natural Organics,Black Ant,Joanna Preciado, 'genre_title': 'Hip-Hop',00:30
036985,Mother Earth,Black Ant,Joanna Preciado, 'genre_title': 'Hip-Hop',00:30
036986,Sleep.,Black Ant,Joanna Preciado, 'genre_title': 'Hip-Hop',00:30
036987,james p. funk 2,Black Ant,Joanna Preciado, 'genre_title': 'Hip-Hop',00:30
036988,Damn.,Black Ant,Joanna Preciado, 'genre_title': 'Hip-Hop',00:30
036990,Brain HOle 9,Black Ant,Joanna Preciado, 'genre_title': 'Hip-Hop',00:30
036992,Space Goat Remix,Black Ant,Joanna Preciado, 'genre_title': 'Hip-Hop',00:30
036994,Put it together,Black Ant,Joanna Preciado, 'genre_title': 'Hip-Hop',00:30
036997,Abstract Concepts - What up in the streets,Black Ant,Joanna Preciado, 'genre_title': 'Hip-Hop',00:30
036998,bonsoir tiroir!,Exteenager,split ep with Rappeur Qualité Prix, 'genre_title': 'Electronic',00:30
036999,"Restaurant Concert,Demiran Ćerimović and His Orkestar,Live from Guča, 'genre_title': 'Balkan',00:30
037041,Improvisation,MV Carbon & Philip White,Live at ISSUE 9/23/10, 'genre_title': 'Noise',00:30
037111, 'the dvds',Nigel Simmons,Calling All Fiends, 'the threshold people',00:30
037113, 'the dvds',Weirdomusic,Calling All Fiends, 'the threshold people',00:30
037119, 'the dvds',Lee Rosevere,Calling All Fiends, 'the threshold people',00:30
037121, 'the dvds',Jeffrey Letterly,Calling All Fiends, 'the threshold people',00:30
037131, 'the dvds',Pharmacom,Calling All Fiends, 'the threshold people',00:30
037136, 'the dvds',X-tokyo-river-god,Calling All Fiends, 'the threshold people',00:30
037141, 'the dvds',Urban Inbreed,Calling All Fiends, 'the threshold people',00:30
037147,5,Zombie Raiders,True Old School Horror Grind,music/no_curator/Zombie_Raiders/True_Old_School_Horror_Grind/Zombie_Raiders_-_05_-_Soul_of_the_Demon.mp3,00:30
037324,,8959,"Live on WFMU's Inner Ear Detour,"[{'genre_id': '76',00:30
037325,,8959,"Live on WFMU's Inner Ear Detour,"[{'genre_id': '76',00:30
037368,Fisherman's Friend,Útidúr,Bad Panda #51, 'genre_title': 'Experimental Pop',00:30
037369,Grasping for Thoughts,Útidúr,Bad Panda #51, 'genre_title': 'Experimental Pop',00:30
037416,0,Church Of When The Shit Hits The Fan,COWTSHTF 1,,00:30
037417,0,Church Of When The Shit Hits The Fan,COWTSHTF 1,,00:30
037423,0,Church Of When The Shit Hits The Fan,COWTSHTF 1,,00:30
037538,Latin Electronico,The Superfools,Chin11: The Superfools, 'genre_title': 'Sound Collage',00:30
037592,0,9000,"Live on WFMU's My Castle of Quiet,"[{'genre_id': '109',00:30
037725,The Stars Behind,Bardo Pond,Live at ATP-NY 2010, 'genre_title': 'Psych-Rock',00:30
037727,Tommygun Angel,Bardo Pond,Live at ATP-NY 2010, 'genre_title': 'Psych-Rock',00:30
037730,Sometimes Words,Bardo Pond,Live at ATP-NY 2010, 'genre_title': 'Psych-Rock',00:30
037731,Limerick,Bardo Pond,Live at ATP-NY 2010, 'genre_title': 'Psych-Rock',00:30
037779,0,La Rainbow Toy Orchestra,Family Album,,00:30
037781,0,La Rainbow Toy Orchestra,Family Album,,00:30
037784,0,La Rainbow Toy Orchestra,Family Album,,00:30
037859,In The Hall Of The Mountain King,The Itchy Creeps,The Itchy Creeps, 'genre_title': 'Psych-Rock',00:30
037911, 'the dvds',Limonadiac,Calling All Fiends, 'the threshold people',00:30
037920,,Wizwars,Game Boy Rock!!, 'genre_title': 'Chiptune',00:30
038312,A72,James Yates,Bad Panda #54, 'genre_title': 'Minimalism',00:30
038321,2700,Tommy Tornado,Live at Pacific Parc,"[{'genre_id': '79',00:30
038323,,Unza Unza Orkstar,Live at Pacific Parc,,00:30
038326,Tchakare Kanyembe track 03,Tchakare Kanyembe,Live at Sacred Fire stage Boom 2008, 'genre_title': 'Afrobeat',00:30
038351,Memories of a machine,Mastermind XS,One dub many roots [LCL22], 'genre_title': 'Reggae - Dub',00:30
038352,Business of panic (instrumental),Mastermind XS,One dub many roots [LCL22], 'genre_title': 'Reggae - Dub',00:30
038353,Sunny day (instrumental),Mastermind XS,One dub many roots [LCL22], 'genre_title': 'Reggae - Dub',00:30
038354,Not free but not afraid (instrumental),Mastermind XS,One dub many roots [LCL22], 'genre_title': 'Reggae - Dub',00:30
038361,1,A Way,EP,music/no_curator/A_Way/EP/A_Way_-_01_-_First_Wind.mp3,00:30
038362,2,A Way,EP,music/no_curator/A_Way/EP/A_Way_-_02_-_Around_Under.mp3,00:30
038363,3,A Way,EP,music/no_curator/A_Way/EP/A_Way_-_03_-_Conclusion.mp3,00:30
038365,Stop that mission (instrumental),Mastermind XS,One dub many roots [LCL22], 'genre_title': 'Reggae - Dub',00:30
038399,https://freemusicarchive.org/file/images/albums/Stealing_Orchestra_-__Portugus_No_Gosto_-_20130525121336464.jpg,Stealing Orchestra,É Português Não Gosto!,11/02/2010 10:24:56 AM,00:30
038435,Beloved Girlfriend,Kraus,Faster than the Speed of Time, 'genre_title': 'Psych-Rock',00:30
038450,0,Children for Breakfast,Ham,,00:30
038522, 'genre_url': 'http://freemusicarchive.org/genre/Punk/'},Transmitters,Count Your Blessings (1987-1989),1,00:30
038557,0,9204,"Way off,1,00:30
038560,0,9204,"Way off,1,00:30
038775,20482,Sláinte,Sláinte,32,00:30
038776,21801,Sláinte,Sláinte,9,00:30
038777,14373,Sláinte,Sláinte,18,00:30
038778,19303,Sláinte,Sláinte,21,00:30
038779,19413,Sláinte,Sláinte,14,00:30
038780,19794,Sláinte,Sláinte,16,00:30
038781,17496,Sláinte,Sláinte,8,00:30
038782,15740,Sláinte,Sláinte,18,00:30
038783,25394,Sláinte,Sláinte,34,00:30
038784,26739,Sláinte,Sláinte,35,00:30
038785,22837,Sláinte,Sláinte,18,00:30
038817,,Sláinte,Cup of Tea,21,00:30
038818,,Sláinte,Cup of Tea,9,00:30
038819,,Sláinte,Cup of Tea,21,00:30
038820,,Sláinte,Cup of Tea,5,00:30
038821,,Sláinte,Cup of Tea,10,00:30
038822,,Sláinte,Cup of Tea,9,00:30
038823,,Sláinte,Cup of Tea,8,00:30
038824,,Sláinte,Cup of Tea,9,00:30
038825,,Sláinte,Cup of Tea,31,00:30
038826,,Sláinte,Cup of Tea,25,00:30
038827,,Sláinte,Cup of Tea,16,00:30
038828,,Sláinte,Cup of Tea,14,00:30
038829,,Sláinte,Cup of Tea,13,00:30
038830,,Sláinte,Cup of Tea,32,00:30
038833,,Sláinte,Sláinte Mohr,,00:30
038834,,Sláinte,Sláinte Mohr,,00:30
038847, {'genre_id': '247',Ambient Fabric,Classwar Karaoke - 0012 Survey, 'genre_title': 'Avant-Garde',00:30
038859, {'genre_id': '247',Gurdonark,Classwar Karaoke - 0012 Survey, 'genre_title': 'Avant-Garde',00:30
038878,,Anders Ilar,Bad Panda #55, 'genre_title': 'Ambient Electronic',00:30
038879,15869,9279,"This Is The End,"[{'genre_id': '30',00:30
038880,2090,9279,"This Is The End,"[{'genre_id': '30',00:30
038881,1944,9279,"This Is The End,"[{'genre_id': '30',00:30
038882,3199,9279,"This Is The End,"[{'genre_id': '30',00:30
038884,3214,9279,"This Is The End,"[{'genre_id': '30',00:30
038886,4075,9279,"This Is The End,"[{'genre_id': '30',00:30
038887,1099,9279,"This Is The End,"[{'genre_id': '30',00:30
038888,2244,9279,"This Is The End,"[{'genre_id': '30',00:30
038890,2101,9279,"This Is The End,"[{'genre_id': '30',00:30
038891,929,9279,"This Is The End,"[{'genre_id': '30',00:30
038892,942,9279,"This Is The End,"[{'genre_id': '30',00:30
038893,2887,9279,"This Is The End,"[{'genre_id': '30',00:30
038894,1077,9279,"This Is The End,"[{'genre_id': '30',00:30
038895,1362,9279,"This Is The End,"[{'genre_id': '30',00:30
038896,3207,9279,"This Is The End,"[{'genre_id': '30',00:30
038898,4463,9279,"This Is The End,"[{'genre_id': '30',00:30
038899,3390,9279,"This Is The End,"[{'genre_id': '30',00:30
038900,1675,9279,"This Is The End,"[{'genre_id': '30',00:30
038901,2637,9279,"This Is The End,"[{'genre_id': '30',00:30
038902,4414,9279,"This Is The End,"[{'genre_id': '30',00:30
038904,1741,9279,"This Is The End,"[{'genre_id': '30',00:30
038905,1660,9279,"This Is The End,"[{'genre_id': '30',00:30
038906,6278,9279,"This Is The End,"[{'genre_id': '30',00:30
038907,5526,9279,"This Is The End,"[{'genre_id': '30',00:30
038908,1401,9279,"This Is The End,"[{'genre_id': '30',00:30
038910,3314,9279,"This Is The End,"[{'genre_id': '30',00:30
038911,2069,9279,"This Is The End,"[{'genre_id': '30',00:30
038912,6622,9279,"This Is The End,"[{'genre_id': '30',00:30
038914,3502,9279,"This Is The End,"[{'genre_id': '30',00:30
038955,Bird Of Prey,Liam Stewart,netBloc Vol. 30: aldartea, 'genre_title': 'Pop',00:30
038961,Feel It,The Pop Winds,netBloc Vol. 30: aldartea, 'genre_title': 'Pop',00:30
038964,,Talulah Lotus,Robot Sun,,00:30
038965,,Talulah Lotus,Robot Sun,,00:30
038966,,Talulah Lotus,Robot Sun,,00:30
038967,,Talulah Lotus,Robot Sun,,00:30
039188, {'genre_id': '38',U Can Unlearn Guitar,Klassicarnage! Free Classical Revisited,05:06,00:30
039259,3202,U Can Unlearn Guitar,Klassicarnage! Free Classical Revisited,04:27,00:30
039278,https://freemusicarchive.org/file/images/albums/U_Can_Unlearn_Guitar_-_Klassicarnage__Another_Masterpiece_of_Free_Classical_-_2010111621323332.jpg,U Can Unlearn Guitar,Klassicarnage! Free Classical Revisited,03:34,00:30
039291,,Meme,Meme vs Xan, 'genre_title': 'Electronic',00:30
039298,Fourty niners,Gina Artworth,sans titre, 'genre_title': 'Rock',00:30
039316, 'genre_url': 'http://freemusicarchive.org/genre/Unclassifiable/'}]",John Badger & The Moustache Riders of Doom,Saint Carbonarius Speaks,,00:30
039317, 'genre_url': 'http://freemusicarchive.org/genre/Unclassifiable/'}]",John Badger & The Moustache Riders of Doom,Saint Carbonarius Speaks,,00:30
039318, 'genre_url': 'http://freemusicarchive.org/genre/Unclassifiable/'}]",John Badger & The Moustache Riders of Doom,Saint Carbonarius Speaks,,00:30
039357,,Dubosmium,Horiozontal plane polar Dub, 'genre_title': 'International',00:30
039359,The last hours of sunshine,i'dawn,The last hours of light, 'genre_title': 'Rock',00:30
039378, {'genre_id': '38',U Can Unlearn Guitar,Klassicarnage! Free Classical Revisited,04:39,00:30
039484, {'genre_id': '38',U Can Unlearn Guitar,Klassicarnage! Free Classical Revisited,05:11,00:30
039488,CELTIC IN BRAZIL,Jay Martinez,SWING IN ORLEANS, 'genre_title': 'Folk',00:30
039530,798,Liam Stewart,Bird Of Prey,"[{'genre_id': '10',00:30
039605,,UltraCat,Disco High, 'genre_title': 'Electronic',00:30
039607,,UltraCat,Disco High, 'genre_title': 'Electronic',00:30
039658,,9409,"Live at WFMU on Nat Roe's Show,"[{'genre_id': '76',00:30
039659,,9409,"Live at WFMU on Nat Roe's Show,"[{'genre_id': '76',00:30
039660,,9409,"Live at WFMU on Nat Roe's Show,"[{'genre_id': '76',00:30
039661,,9409,"Live at WFMU on Nat Roe's Show,"[{'genre_id': '76',00:30
039662,,9409,"Live at WFMU on Nat Roe's Show,"[{'genre_id': '76',00:30
039663,,9409,"Live at WFMU on Nat Roe's Show,"[{'genre_id': '76',00:30
039664,,9409,"Live at WFMU on Nat Roe's Show,"[{'genre_id': '76',00:30
039665,,9409,"Live at WFMU on Nat Roe's Show,"[{'genre_id': '76',00:30
039666,,9409,"Live at WFMU on Nat Roe's Show,"[{'genre_id': '76',00:30
039667,,9409,"Live at WFMU on Nat Roe's Show,"[{'genre_id': '76',00:30
039875, 'genre_url': 'http://freemusicarchive.org/genre/Experimental/'}]",Uton,Violin Massage,,00:30
039900, 'genre_url': 'http://freemusicarchive.org/genre/Experimental/'}]",Uton,Violin Massage,,00:30
039904, 'genre_url': 'http://freemusicarchive.org/genre/Experimental/'}]",Uton,Violin Massage,,00:30
040121,,Sun Araw,Off Duty 12'', 'genre_title': 'Experimental',00:30
040122,,Sun Araw,On Patrol 2xLP, 'genre_title': 'Experimental',00:30
040123,,Sun Araw,Heavy Deeds LP, 'genre_title': 'Experimental',00:30
040133,3076,Behold! The Living Corpse,DIE! 1999/2001 Demo, 'genre_title': 'Metal',00:30
040134,3307,Behold! The Living Corpse,DIE! 1999/2001 Demo, 'genre_title': 'Metal',00:30
040139,,9417,"In the Clear ('08-10,"[{'genre_id': '66',00:30
040141,,9417,"In the Clear ('08-10,"[{'genre_id': '66',00:30
040147,,152,"Patterns Of Self,"[{'genre_id': '38',00:30
040161,,152,"Patterns Of Self,"[{'genre_id': '38',00:30
040180,2373,Kuuleminen Asiat,Wires on Words, 'genre_title': 'Experimental',00:30
040182,1518,Kuuleminen Asiat,Wires on Words, 'genre_title': 'Experimental',00:30
040229,The Sound & The Sea,Big Blood,Operators & Things, 'genre_title': 'Folk',00:30
040230,Lay Your Head On The Rails (& Comeback),Big Blood,Operators & Things, 'genre_title': 'Folk',00:30
040231,Mouth of Seven Tongues,Big Blood,Operators & Things, 'genre_title': 'Folk',00:30
040232,South of Portland,Big Blood,Operators & Things, 'genre_title': 'Folk',00:30
040233,Destin Rain,Big Blood,Operators & Things, 'genre_title': 'Folk',00:30
040234,Oh My Child,Big Blood,Dark Country Magic, 'genre_title': 'Folk',00:30
040235,"This is Record,Big Blood,Dark Country Magic, 'genre_title': 'Folk',00:30
040236,Waiting Is ...,Big Blood,Dark Country Magic, 'genre_title': 'Folk',00:30
040237,Moo-Hoo,Big Blood,Dark Country Magic, 'genre_title': 'Folk',00:30
040238,AIRAID AIR RAID,Big Blood,Dark Country Magic, 'genre_title': 'Folk',00:30
040239,She-Wander(er),Big Blood,Dark Country Magic, 'genre_title': 'Folk',00:30
040240,Creepin' Crazy Time,Big Blood,Dark Country Magic, 'genre_title': 'Folk',00:30
040241,Reverse Hymnal,Big Blood,Dark Country Magic, 'genre_title': 'Folk',00:30
040242,Song for RO-HE-GE,Big Blood,Dark Country Magic, 'genre_title': 'Folk',00:30
040243,Coming Home Pt. III,Big Blood,Dark Country Magic, 'genre_title': 'Folk',00:30
040244,... Is All We Have,Big Blood,Dark Country Magic, 'genre_title': 'Folk',00:30
040245,Ringers in the Fold,Big Blood,Dark Country Magic, 'genre_title': 'Folk',00:30
040250,Ponds,Maps & Transit,Songs For Divining, 'genre_title': 'Ambient',00:30
040509,,Richard Garet,Light Fields, 'genre_title': 'Experimental',00:30
040525,sweet and lowdown,Duke Hugh,Beattape Summer 2010, 'genre_title': 'Hip-Hop',00:30
040541,kiss of halloween,uiutna,kiss of halloween, 'genre_title': 'Alternative Hip-Hop',00:30
040542,kiss of halloween instrumental,uiutna,kiss of halloween, 'genre_title': 'Alternative Hip-Hop',00:30
040598,1,Honey Trappists,Rough Jazz: Volume One,,00:30
040654,A Boat in the Fog and a Battle,Albert Glasser,Confessions of an Opium Eater, 'genre_title': 'Soundtrack',00:30
040655,The Dragon,Albert Glasser,Confessions of an Opium Eater, 'genre_title': 'Soundtrack',00:30
